TABEL BUDGET KETIDAKPASTIAN INSTRUMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nama Alat,,,,:,pH Meter,,,,,Temperature (UTemperature),,,,,,,,,,,,,,,,,,,,,,,
,Rentang Ukur,,,,:,0-14,,pH,,a.,U95% Thermometer Certificate (oC),,,,,,,b.,U95% Sensor Certificate (oC),,,,,,c.,UTemperature (oC),,,:,0.36124783736376886,,,,
Component,,,,,,,Unit,,Distribution,,,U,,,Divisor,,vi,,ui,,,ci,,uici,,,( uici )2,,,,( uici )4/ vi,,,
Ketidakpastian Baku Sertifikat Kalibrasi Calibrator,,,,,,,pH,,normal,,,0.03,,,2,,200,,0.015,,,1,,0.015,,,0.000225,,,,2.53125e-10,,,
Ketidakpastian Baku Daya Baca Alat yang dikalibrasi,,,,,,,pH,,rect.,,,0.005,,,1.7320508075688772,,1000000,,0.002886751345948129,,,1,,0.002886751345948129,,,8.333333333333334e-06,,,,6.944444444444445e-17,,,
Ketidakpastian Temperature,,,,,,,oC,,rect.,,,0.36124783736376886,,,2,,200,,0.18062391868188443,,,0.010209999999998942,,0.001844170209741849,,,3.4009637624992948e-06,,,,5.78327725691668e-14,,,
Ketidakpastian Pengaruh Perbedaan Suhu,,,,,,,pH,,rect.,,,0.05,,,1.7320508075688772,,50,,0.02886751345948129,,,0.009489999999999554,,0.0002739527027304646,,,7.50500833333263e-08,,,,1.126503001667844e-16,,,
Ketidakpastian Baku Pengulangan Pembacaan,,,,,,,pH,,t-student,,,0,,,5,,4,,0,,,1,,0,,,0,,,,0,,,
Jumlah,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023680934717916597,,,,2.5318301486731375e-10,,,
"Ketidakpastian Baku Gabungan , Uc",,,,,,,,,,,,,,,,,,,,,,,,,,,0.015388610956781186,,,,,,,
"Derajat Kebebasan , v eff",,,,,,,,,,,,,,,,,,,,,,,,,,,221.49458541210612,,,,,,,
"Factor Cakupan , k=student's for v eff and CL 95 %",,,,,,,,,,,,,,,,,,,,,,,,,,,1.9707562704894734,,,,,,,
"Ketidakpastian Bentangan  , U = k Uc",,,,,,,,,,,,,,,,,,,,,,,,,,,0.030327201537199536,,,,pH,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,CMC Laboratory,0.031,,,,pH,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertainty sertifikat,0.031,,,,pH ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
